60,chisportsfan25chisportsfan25,33,47,42,33,45,40,695,47
60,jmarsh8129jmarsh8129,33,47,49,36,34,41,691,47
60,satchs sore loserssatch41,33,47,45,36,41,33,623,47
60,swark80swark80,33,47,40,38,48,36,651,47
60,anderson's acesandyj8807,32,47,49,28,45,42,697,47
60,don112568don112568,32,47,40,38,40,45,730,47
60,konowalchuk'sbrettcpdx,32,47,48,35,42,45,712,47
60,gawziegawzie,32,47,48,26,46,45,665,47
60,beau knows hockeyctshaff94,32,47,50,29,41,43,679,47
60,dennis1sportsdennis1sports,32,47,47,35,43,41,682,47
60,rasstocksrasstocks,31,47,54,32,49,42,717,47
60,waiversjari7323,31,47,51,30,43,43,738,47
60,tellingsontellingson,31,47,48,30,35,26,597,47
60,big bad bruinspackers576542,31,47,41,31,47,42,691,47
60,joepartingtonjoepartington,31,47,35,21,33,34,601,47
60,dan g 205dan g 205,31,47,48,36,42,42,693,47
60,challenge mebusterup83,31,47,49,28,41,38,661,47
60,6734james6734james,31,47,40,36,43,40,644,47
60,bailbrutbailbrut,30,47,46,32,38,35,633,47
60,stu brainstu brain,30,47,53,28,42,46,686,47
60,fbomb1979fbomb1979,30,47,45,25,37,37,606,47
60,emilekhouryemilekhoury,30,47,46,28,45,46,699,47
60,kendrasgrampskendrasgramps,29,47,52,29,40,41,658,47
60,cmr2smartcmr2smart,29,47,46,29,43,42,678,47
60,wwcrickwwcrick,28,47,44,26,32,38,576,47
60,jackn66jackn66,28,47,59,32,38,35,713,47
60,hrexpert1hrexpert1,27,47,45,29,44,50,694,47
60,rich cucrich cuc,27,47,44,34,37,36,640,47
60,toothless grincody4u22,27,47,49,27,39,42,617,47
60,jmwhite1212jmwhite1212,26,47,46,30,42,35,619,47
60,papabearpetrie59papabearpetrie59,26,47,52,34,49,45,716,47
60,newy1977newy1977,26,47,51,30,47,51,697,47
60,pens revengeswinker68,26,47,54,31,42,39,593,47
60,hunter83337hunter83337,26,47,51,32,38,30,587,47
7,eruffizzah,35,49,47,28,30,40,681,49
7,dion7281dion7281,30,49,49,31,41,41,701,49
7,thomas r brett jr.thomas r brett jr,30,49,48,27,34,43,639,49
7,prbaker609prbaker609,29,49,51,27,44,43,679,49
7,vegas vanvegas_van,29,49,53,27,41,40,683,49
7,seguiniskingseguinisking,28,49,46,31,37,44,663,49
7,pamiayone3940,28,49,44,28,42,43,643,49
7,miraculousthemiraculous,28,49,43,24,38,43,665,49
7,shaving icescorpionbite,27,49,44,37,42,40,722,49
7,aquattro67aquattro67,27,49,41,31,47,44,693,49
7,bbdakotam3bbdakotam3,26,49,50,29,43,47,712,49
7,travputtravput,25,49,44,18,39,45,660,49
7,alex slomerone nine19,25,49,52,35,44,34,645,49
7,team namefiftyfivve,23,49,56,29,43,43,711,49
7,floridasolarbearsjoesalami,22,49,46,35,37,37,644,49
7,maximilian2013maximilian2013,21,49,39,38,32,42,651,49
7,blackhawks rule icekurt8484,20,49,42,31,43,38,615,49
7,steelcurtin6steelcurtin6,16,49,39,29,32,40,573,49
rank,entry ownerentry,7,8,9,10,11,12,segmentseg,totaltot
